"","state","fips2","tvote","vep","vepnov","turnoutvep","sc_fips"
"36","10",1071,20984,39765.57421875,39730.87109375,0.528153538703918,"1071"
"37","10",1073,304191,470226.4375,468971.53125,0.648634254932404,"1073"
"38","10",1075,6966,10726.884765625,10733.2578125,0.64901077747345,"1075"
"39","10",1077,39525,71149.640625,70956.46875,0.557031691074371,"1077"
"40","10",1079,14829,25542.607421875,25563.5859375,0.580082952976227,"1079"
"41","10",1081,59191,116747.640625,117234.1796875,0.504895389080048,"1081"
"42","10",1083,40294,61867.04296875,61131.25,0.659139156341553,"1083"
"43","10",1085,6684,7759.876953125,7753.283203125,0.862086415290833,"1085"
"44","10",1087,9140,15082.9912109375,15013.2802734375,0.608794331550598,"1087"
"45","10",1089,163389,263267,264453.40625,0.617836654186249,"1089"
"46","10",1091,10994,14756.78125,14709.2177734375,0.747422456741333,"1091"
"47","10",1093,12984,22942.35546875,22887.369140625,0.567299783229828,"1093"
